client_id,name,type_of_property,edrpou_code,ipn_code,address,phone_number,contact_person,other_details
799,Client799,Commercial,476862681,,875 Oak St,6799487862,Person37,Details6
800,Client800,Residential,,358022396,385 Elm St,5731738703,Person5,Details2
801,Client801,Residential,,335203083,254 Elm St,4065879803,Person3,Details8
802,Client802,Residential,,101423568,974 Oak St,5698518300,Person33,Details10
803,Client803,Residential,,580549703,298 Oak St,6550385684,Person40,Details18
804,Client804,Commercial,595808678,,272 Main St,4377190072,Person13,Details7
805,Client805,Commercial,390324149,,879 Pine St,2682932690,Person24,Details16
806,Client806,Residential,,759718488,475 Market St,2352093758,Person25,Details3
807,Client807,Commercial,901210726,,422 Oak St,4356198507,Person50,Details1
808,Client808,Residential,,290201910,478 Elm St,5777529760,Person40,Details12
809,Client809,Commercial,418696982,,578 Pine St,7587345958,Person16,Details10
810,Client810,Residential,,473257439,219 Elm St,1654931042,Person27,Details17
811,Client811,Residential,,544816068,870 Market St,5512794890,Person40,Details6
812,Client812,Residential,,953681631,989 Market St,5503075115,Person33,Details16
813,Client813,Commercial,249966936,,840 Main St,6560039138,Person4,Details10
814,Client814,Commercial,995925017,,480 Oak St,2892805568,Person10,Details8
815,Client815,Residential,,322326624,311 Elm St,7722243636,Person12,Details12
816,Client816,Residential,,768291351,612 Oak St,6135882883,Person4,Details12
817,Client817,Residential,,962299869,676 Market St,6823986919,Person20,Details15
818,Client818,Commercial,947171910,,63 Oak St,2576901036,Person37,Details19
819,Client819,Residential,,962797063,606 Elm St,4276069317,Person42,Details1
820,Client820,Residential,,774942771,176 Market St,4032953443,Person17,Details16
821,Client821,Commercial,575332723,,441 Market St,7608323230,Person18,Details15
822,Client822,Residential,,883398045,603 Elm St,5953252110,Person36,Details13
823,Client823,Residential,,192233546,423 Elm St,9544881074,Person6,Details10
824,Client824,Residential,,317813687,558 Market St,8982654769,Person45,Details6
825,Client825,Residential,,638712359,579 Market St,8109427994,Person48,Details17
826,Client826,Commercial,224946083,,292 Oak St,3261814785,Person32,Details6
827,Client827,Commercial,945256167,,390 Main St,3705079383,Person43,Details14
828,Client828,Residential,,582854296,525 Main St,3775523580,Person23,Details11
829,Client829,Residential,,723930238,846 Market St,8396058841,Person19,Details6
830,Client830,Residential,,600428087,580 Elm St,8808543806,Person18,Details9
831,Client831,Residential,,275919914,939 Elm St,6640763493,Person29,Details1
832,Client832,Residential,,439037526,113 Main St,7434770888,Person31,Details13
833,Client833,Commercial,797149277,,773 Elm St,0151343179,Person12,Details19
834,Client834,Commercial,532277234,,768 Oak St,9254802783,Person8,Details13
835,Client835,Residential,,645707453,308 Market St,6199031701,Person14,Details18
836,Client836,Commercial,120111327,,639 Elm St,4555418924,Person39,Details10
837,Client837,Residential,,674242960,421 Market St,8846017505,Person14,Details7
838,Client838,Residential,,658344842,310 Elm St,7566818081,Person49,Details19
839,Client839,Residential,,560253170,711 Elm St,4361356003,Person32,Details12
840,Client840,Commercial,902447100,,351 Oak St,5119983616,Person24,Details20
841,Client841,Commercial,260927490,,577 Main St,0034928748,Person36,Details14
842,Client842,Residential,,199218268,10 Pine St,1237320940,Person29,Details10
843,Client843,Residential,,460167283,620 Elm St,7263705708,Person11,Details12
844,Client844,Residential,,882136293,372 Pine St,6779739926,Person36,Details5
845,Client845,Residential,,133773844,653 Elm St,2821542295,Person40,Details16
846,Client846,Residential,,582525417,926 Pine St,9654477102,Person5,Details9
847,Client847,Residential,,977845091,931 Oak St,4759628304,Person30,Details12
848,Client848,Commercial,244985773,,277 Market St,1671673424,Person3,Details7
849,Client849,Commercial,552963337,,429 Oak St,6083646359,Person14,Details13
850,Client850,Residential,,459070930,502 Pine St,0588216081,Person37,Details6
851,Client851,Residential,,519530854,249 Elm St,2157288942,Person32,Details9
852,Client852,Commercial,736493707,,900 Market St,6451732234,Person44,Details16
853,Client853,Residential,,896530644,858 Main St,2179214266,Person15,Details15
854,Client854,Residential,,155147680,666 Main St,4540581865,Person27,Details12
855,Client855,Residential,,589974992,292 Elm St,5997828369,Person49,Details18
856,Client856,Residential,,260049147,869 Elm St,8477468674,Person21,Details20
857,Client857,Residential,,187184099,937 Main St,0735708808,Person2,Details4
858,Client858,Residential,,580117569,489 Elm St,4941572191,Person13,Details6
859,Client859,Residential,,628716677,491 Main St,4711481964,Person29,Details18
860,Client860,Residential,,656111359,42 Market St,7539943851,Person20,Details5
861,Client861,Residential,,690358553,446 Elm St,5022001319,Person4,Details19
862,Client862,Commercial,936984168,,832 Market St,5163213987,Person15,Details12
863,Client863,Residential,,264665204,618 Oak St,7812900048,Person38,Details8
864,Client864,Commercial,611774374,,518 Elm St,8415480045,Person10,Details2
865,Client865,Residential,,517366770,428 Market St,3152542712,Person37,Details16
866,Client866,Commercial,787328131,,854 Main St,2986855401,Person26,Details9
867,Client867,Commercial,965239499,,512 Pine St,9574054195,Person39,Details4
868,Client868,Commercial,682514373,,94 Elm St,4545509538,Person44,Details1
869,Client869,Commercial,935915154,,344 Main St,1828106099,Person2,Details11
870,Client870,Residential,,769381386,404 Market St,9978525354,Person34,Details7
871,Client871,Residential,,523322844,812 Oak St,8494350567,Person9,Details11
872,Client872,Residential,,485319351,51 Pine St,2988807386,Person43,Details15
873,Client873,Residential,,839587343,425 Pine St,2036545687,Person27,Details17
874,Client874,Commercial,663075299,,894 Oak St,6032457953,Person12,Details4
875,Client875,Residential,,230736213,395 Pine St,0581592362,Person41,Details1
876,Client876,Residential,,304898124,36 Pine St,1910359889,Person49,Details12
877,Client877,Residential,,973381704,850 Market St,3938957701,Person26,Details5
878,Client878,Residential,,238979366,238 Pine St,4511885690,Person49,Details2
879,Client879,Residential,,757998044,390 Market St,7578057687,Person6,Details17
880,Client880,Commercial,849781590,,195 Elm St,9452517117,Person2,Details6
881,Client881,Commercial,775564969,,868 Elm St,9092170389,Person21,Details20
882,Client882,Residential,,188961998,65 Pine St,9710475855,Person14,Details4
883,Client883,Residential,,732115202,591 Oak St,2274261306,Person1,Details19
884,Client884,Commercial,772173519,,377 Elm St,4833845450,Person14,Details18
885,Client885,Commercial,782893883,,91 Elm St,1826254086,Person13,Details2
886,Client886,Residential,,597223822,453 Market St,4497500479,Person9,Details12
887,Client887,Residential,,329547795,702 Elm St,2828324305,Person24,Details7
888,Client888,Residential,,929206753,600 Main St,6337414504,Person4,Details13
889,Client889,Residential,,335534231,587 Oak St,0015003671,Person4,Details19
890,Client890,Commercial,377703047,,557 Market St,8171862861,Person32,Details5
891,Client891,Residential,,640468318,653 Elm St,0769297085,Person31,Details14
892,Client892,Residential,,695799711,514 Pine St,5541746844,Person8,Details17
893,Client893,Residential,,326238166,631 Main St,6384564083,Person41,Details3
894,Client894,Commercial,492478369,,108 Elm St,5318972032,Person17,Details19
895,Client895,Residential,,813439144,86 Oak St,3102348168,Person22,Details16
896,Client896,Commercial,189850443,,562 Main St,0798295567,Person43,Details14
897,Client897,Residential,,464813825,82 Elm St,7907822464,Person45,Details14
898,Client898,Residential,,189928205,229 Main St,7481059987,Person22,Details8
899,Client899,Residential,,165396703,791 Main St,7914226093,Person12,Details13
900,Client900,Commercial,460722540,,311 Main St,2230781705,Person22,Details10
901,Client901,Commercial,304001101,,668 Elm St,2058281377,Person48,Details6
902,Client902,Commercial,950112039,,472 Market St,1033034404,Person9,Details5
903,Client903,Residential,,396589426,395 Main St,9298000640,Person47,Details4
904,Client904,Commercial,901192762,,680 Oak St,1051785786,Person47,Details16
905,Client905,Residential,,685435466,742 Main St,6977909278,Person28,Details12
906,Client906,Residential,,197996455,811 Elm St,8124848660,Person21,Details4
907,Client907,Residential,,782167111,212 Market St,6810390223,Person13,Details3
908,Client908,Residential,,704397418,983 Market St,1386183209,Person6,Details5
909,Client909,Commercial,329063905,,137 Main St,9093984578,Person45,Details12
910,Client910,Residential,,203848424,262 Oak St,0799685224,Person27,Details6
911,Client911,Commercial,903938211,,810 Main St,8593099383,Person15,Details6
912,Client912,Residential,,307230716,995 Market St,8087493092,Person21,Details2
913,Client913,Residential,,912301330,600 Market St,4121506146,Person46,Details3
914,Client914,Residential,,858415934,602 Market St,9344437601,Person5,Details17
915,Client915,Residential,,949247268,271 Oak St,3331469500,Person39,Details19
916,Client916,Residential,,580714995,520 Main St,1883500572,Person24,Details4
917,Client917,Commercial,434890725,,815 Market St,9719333052,Person1,Details9
918,Client918,Commercial,268972400,,107 Elm St,2651628616,Person43,Details12
919,Client919,Commercial,854231578,,927 Main St,0382569668,Person32,Details13
920,Client920,Residential,,134183438,271 Elm St,8762452307,Person11,Details15
921,Client921,Residential,,250340982,379 Elm St,9778745863,Person22,Details13
922,Client922,Residential,,418992163,748 Oak St,0569737380,Person5,Details18
923,Client923,Residential,,279963200,383 Market St,1378210916,Person39,Details4
924,Client924,Residential,,676599872,845 Main St,0935685297,Person47,Details6
925,Client925,Residential,,529895732,729 Pine St,0126399541,Person36,Details6
926,Client926,Residential,,873150748,981 Pine St,5479434800,Person26,Details12
927,Client927,Residential,,431245477,501 Pine St,2228322671,Person43,Details11
928,Client928,Residential,,704604449,84 Oak St,2942937672,Person6,Details18
929,Client929,Commercial,917426543,,426 Market St,5097724756,Person43,Details7
930,Client930,Residential,,861645238,42 Market St,1083795149,Person39,Details1
931,Client931,Residential,,129029318,36 Pine St,5222221828,Person19,Details5
932,Client932,Residential,,321431124,979 Main St,6578155786,Person18,Details5
933,Client933,Commercial,730217042,,238 Main St,8938119266,Person29,Details3
934,Client934,Residential,,386663618,277 Pine St,1749718567,Person49,Details14
935,Client935,Residential,,234679967,976 Pine St,5313301907,Person23,Details1
936,Client936,Residential,,511508929,619 Main St,2889595160,Person2,Details1
937,Client937,Commercial,869342543,,329 Elm St,8782725969,Person27,Details2
938,Client938,Residential,,490085495,928 Main St,1533230354,Person26,Details10
939,Client939,Residential,,410899451,542 Market St,7551486978,Person9,Details12
940,Client940,Commercial,384892546,,138 Main St,2385983409,Person1,Details20
941,Client941,Residential,,512966292,968 Main St,8188906682,Person35,Details3
942,Client942,Commercial,967707984,,243 Market St,5748320911,Person31,Details17
943,Client943,Commercial,789197829,,928 Elm St,1149951583,Person41,Details1
944,Client944,Commercial,224213853,,677 Pine St,1352282459,Person42,Details14
945,Client945,Residential,,688494003,467 Pine St,8155176373,Person4,Details4
946,Client946,Residential,,377731888,801 Market St,7000217310,Person37,Details11
947,Client947,Commercial,549925690,,438 Main St,4910331127,Person20,Details11
948,Client948,Residential,,153553166,47 Elm St,8175004902,Person20,Details15
949,Client949,Commercial,368104540,,476 Elm St,0988353727,Person30,Details12
950,Client950,Residential,,251208785,827 Elm St,0557713167,Person44,Details16
951,Client951,Commercial,989811522,,891 Oak St,1624834485,Person3,Details6
952,Client952,Commercial,251414608,,376 Market St,0425810146,Person14,Details12
953,Client953,Residential,,601541276,13 Oak St,7927261084,Person34,Details18
954,Client954,Commercial,262624838,,708 Elm St,6496386332,Person32,Details4
955,Client955,Residential,,738142173,407 Elm St,5647892747,Person44,Details3
956,Client956,Residential,,287772300,368 Oak St,2445255055,Person27,Details17
957,Client957,Residential,,586186790,924 Main St,5304407686,Person11,Details12
958,Client958,Residential,,482245917,206 Pine St,4269052052,Person33,Details3
959,Client959,Residential,,506369331,768 Market St,7474868194,Person9,Details11
960,Client960,Residential,,987629919,417 Main St,3792914668,Person15,Details16
961,Client961,Residential,,155893171,280 Elm St,1053572291,Person18,Details15
962,Client962,Residential,,386113463,692 Pine St,7212686991,Person31,Details13
963,Client963,Commercial,973462818,,403 Elm St,6958346833,Person45,Details19
964,Client964,Residential,,171015464,238 Elm St,2427113774,Person17,Details6
965,Client965,Residential,,840849547,327 Main St,3265652770,Person5,Details17
966,Client966,Residential,,249100530,467 Oak St,0342623805,Person13,Details3
967,Client967,Commercial,808135026,,140 Pine St,3528007754,Person3,Details8
968,Client968,Residential,,509526067,960 Main St,6560431962,Person25,Details6
969,Client969,Commercial,787054174,,594 Market St,8302473629,Person11,Details9
970,Client970,Residential,,645254177,808 Main St,8259224934,Person33,Details16
971,Client971,Commercial,454945978,,711 Elm St,4944251934,Person31,Details12
972,Client972,Residential,,408634658,886 Oak St,2557581021,Person31,Details19
973,Client973,Commercial,105968927,,17 Oak St,5005220304,Person27,Details18
974,Client974,Commercial,157774114,,101 Pine St,6187100085,Person16,Details20
975,Client975,Residential,,845841361,984 Oak St,6178070399,Person3,Details15
976,Client976,Residential,,663045075,195 Main St,4112279223,Person20,Details7
977,Client977,Commercial,403945949,,122 Main St,1134920962,Person9,Details13
978,Client978,Commercial,379365132,,239 Oak St,1181674900,Person13,Details9
979,Client979,Residential,,697874033,647 Main St,0073047443,Person41,Details20
980,Client980,Commercial,871033493,,266 Elm St,0544196082,Person35,Details5
981,Client981,Residential,,524808700,270 Elm St,2030667502,Person13,Details3
982,Client982,Residential,,711226965,534 Market St,9787863145,Person2,Details9
983,Client983,Residential,,997609946,644 Elm St,2312382120,Person26,Details2
984,Client984,Residential,,620733122,952 Main St,3332418221,Person43,Details5
985,Client985,Residential,,901887546,118 Elm St,4538419711,Person32,Details17
986,Client986,Residential,,987932337,811 Elm St,5470215573,Person34,Details17
987,Client987,Commercial,467137587,,895 Market St,9226700818,Person44,Details1
988,Client988,Residential,,937675115,157 Market St,5683618959,Person22,Details15
989,Client989,Residential,,799964965,899 Pine St,7618171241,Person10,Details10
990,Client990,Residential,,298067283,893 Elm St,8809575909,Person11,Details8
991,Client991,Residential,,361994181,635 Market St,7980272713,Person18,Details6
992,Client992,Residential,,293468014,948 Oak St,6509198852,Person22,Details4
993,Client993,Commercial,953114396,,421 Pine St,2832118756,Person21,Details5
994,Client994,Commercial,446900940,,343 Oak St,4205297805,Person34,Details14
995,Client995,Commercial,497148480,,370 Main St,9862287022,Person23,Details17
996,Client996,Commercial,820362246,,582 Oak St,5928983408,Person43,Details10
997,Client997,Commercial,205907345,,564 Elm St,4179158473,Person20,Details20
998,Client998,Commercial,864137307,,544 Pine St,1793576903,Person50,Details9
999,Client999,Residential,,986083850,22 Main St,7981881666,Person11,Details5
1000,Client1000,Residential,,626910653,237 Main St,5632340546,Person21,Details9
1001,Client1001,Commercial,884214019,,848 Pine St,6167895820,Person47,Details5
1002,Client1002,Commercial,705943208,,55 Market St,8664553806,Person11,Details3
1003,Client1003,Residential,,742241530,17 Elm St,7401263628,Person50,Details16
1004,Client1004,Residential,,573237780,989 Pine St,5804517067,Person36,Details3
1005,Client1005,Residential,,687862714,236 Pine St,1914444304,Person15,Details10
1006,Client1006,Commercial,155388587,,130 Pine St,6366491314,Person15,Details9
1007,Client1007,Residential,,791266725,150 Oak St,3962819653,Person50,Details12
1008,Client1008,Residential,,221055168,193 Pine St,7932157962,Person15,Details10
1009,Client1009,Commercial,433529062,,970 Main St,2194035700,Person11,Details6
1010,Client1010,Residential,,816201393,778 Market St,7025165488,Person31,Details4
1011,Client1011,Residential,,854822484,472 Market St,0202555206,Person23,Details6
1012,Client1012,Commercial,590756390,,483 Oak St,9523571696,Person15,Details14
1013,Client1013,Residential,,377374008,277 Pine St,1802268421,Person16,Details16
1014,Client1014,Residential,,666431007,485 Main St,2112389016,Person23,Details12
1015,Client1015,Residential,,599178779,366 Pine St,7301857144,Person17,Details2
1016,Client1016,Residential,,322474243,333 Pine St,6791192242,Person23,Details13
1017,Client1017,Commercial,307458036,,867 Pine St,5013170344,Person25,Details3
1018,Client1018,Residential,,633825800,356 Pine St,5484774263,Person13,Details10
1019,Client1019,Commercial,764149248,,104 Main St,6884676528,Person49,Details9
1020,Client1020,Residential,,647675136,577 Market St,9338073312,Person16,Details14
1021,Client1021,Residential,,848325163,874 Elm St,5793950622,Person48,Details19
1022,Client1022,Residential,,632155599,678 Main St,6413089049,Person37,Details3
1023,Client1023,Residential,,248583836,71 Main St,9213678872,Person22,Details13
1024,Client1024,Commercial,177451394,,875 Oak St,8953550211,Person15,Details1
1025,Client1025,Residential,,834462551,40 Oak St,8432035818,Person27,Details15
1026,Client1026,Residential,,984794793,142 Elm St,6914298015,Person32,Details20
1027,Client1027,Residential,,128578918,26 Main St,3245133293,Person37,Details11
1028,Client1028,Residential,,802381675,755 Pine St,6231963457,Person46,Details17
1029,Client1029,Residential,,800765271,337 Main St,4368256099,Person6,Details18
1030,Client1030,Residential,,548859782,753 Oak St,3176173839,Person46,Details3
1031,Client1031,Commercial,901881590,,187 Oak St,8396705150,Person28,Details14
1032,Client1032,Residential,,238316902,194 Pine St,1031376432,Person42,Details8
1033,Client1033,Residential,,753796597,596 Pine St,8154025372,Person42,Details18
1034,Client1034,Residential,,867809937,884 Elm St,0611041197,Person48,Details2
1035,Client1035,Residential,,557240650,876 Pine St,1135354065,Person32,Details9
1036,Client1036,Residential,,592646601,101 Oak St,4543100600,Person7,Details12
1037,Client1037,Residential,,809845453,558 Market St,2364175485,Person17,Details8
1038,Client1038,Commercial,919530291,,962 Pine St,6594356457,Person45,Details13
1039,Client1039,Residential,,215602995,897 Elm St,8651345730,Person2,Details1
1040,Client1040,Residential,,125700916,919 Elm St,6635763866,Person30,Details12
1041,Client1041,Residential,,931060121,140 Market St,2397095936,Person32,Details5
1042,Client1042,Residential,,750420766,698 Market St,7520099823,Person21,Details2
1043,Client1043,Residential,,237669596,66 Market St,5836288237,Person3,Details6
1044,Client1044,Residential,,151647415,393 Elm St,9338121715,Person10,Details15
1045,Client1045,Commercial,884216498,,14 Elm St,7982023304,Person25,Details12
1046,Client1046,Residential,,371883483,643 Elm St,7403731339,Person1,Details12
1047,Client1047,Commercial,623838149,,900 Main St,3779483916,Person23,Details17
1048,Client1048,Commercial,167683797,,876 Market St,5637960754,Person39,Details2
1049,Client1049,Residential,,393889050,602 Elm St,2778720737,Person41,Details6
1050,Client1050,Residential,,866532420,355 Market St,2594551425,Person45,Details20
1051,Client1051,Residential,,958343486,615 Main St,2836289641,Person4,Details2
1052,Client1052,Commercial,803005761,,779 Pine St,4688760677,Person29,Details18
1053,Client1053,Residential,,507426692,213 Oak St,4680820857,Person13,Details2
1054,Client1054,Residential,,671709991,477 Pine St,5903758718,Person44,Details5
1055,Client1055,Commercial,520719369,,620 Oak St,5891522827,Person25,Details3
1056,Client1056,Residential,,605410275,340 Main St,8427325847,Person40,Details3
1057,Client1057,Commercial,540838551,,106 Pine St,9180178856,Person10,Details12
1058,Client1058,Commercial,764404862,,713 Oak St,4246310605,Person24,Details11
1059,Client1059,Residential,,210389322,884 Oak St,1421106265,Person33,Details5
1060,Client1060,Residential,,355864504,621 Pine St,9918788463,Person30,Details15
1061,Client1061,Residential,,993526529,887 Oak St,9378384788,Person44,Details19
1062,Client1062,Residential,,247542875,211 Elm St,9800288320,Person25,Details11
1063,Client1063,Residential,,887089603,534 Market St,6135309344,Person4,Details18
1064,Client1064,Residential,,827963049,372 Pine St,9410889616,Person49,Details1
1065,Client1065,Commercial,398793608,,337 Pine St,0235584443,Person6,Details9
1066,Client1066,Residential,,699418066,71 Elm St,2559276145,Person6,Details3
1067,Client1067,Commercial,117697297,,228 Market St,8859113996,Person12,Details11
1068,Client1068,Residential,,926604247,987 Oak St,5120991607,Person18,Details13
1069,Client1069,Residential,,449419892,415 Main St,2104128672,Person38,Details8
1070,Client1070,Commercial,515933460,,513 Pine St,8009338570,Person18,Details13
1071,Client1071,Commercial,466549663,,100 Market St,8676926146,Person1,Details1
1072,Client1072,Residential,,808971174,159 Market St,2709667798,Person23,Details16
1073,Client1073,Commercial,350978824,,739 Pine St,4713607986,Person29,Details3
1074,Client1074,Residential,,649563288,430 Pine St,9585565028,Person1,Details18
1075,Client1075,Commercial,768763323,,393 Main St,9687413878,Person37,Details5
1076,Client1076,Residential,,264588839,194 Market St,1637056506,Person48,Details7
1077,Client1077,Residential,,246971291,115 Elm St,2946527720,Person39,Details10
1078,Client1078,Residential,,845178415,506 Main St,8199983941,Person1,Details20
1079,Client1079,Residential,,193198585,46 Pine St,0612831512,Person19,Details12
1080,Client1080,Commercial,154504984,,687 Main St,2328697729,Person4,Details13
1081,Client1081,Commercial,727383911,,490 Oak St,1344760823,Person27,Details10
1082,Client1082,Commercial,632372702,,440 Main St,9534283535,Person49,Details4
1083,Client1083,Residential,,652406322,231 Pine St,6711962768,Person33,Details6
1084,Client1084,Residential,,211146351,243 Pine St,2517790097,Person39,Details11
1085,Client1085,Residential,,222042138,377 Main St,4170201337,Person10,Details6
1086,Client1086,Commercial,425022654,,768 Market St,4455693837,Person22,Details3
1087,Client1087,Commercial,152204139,,797 Pine St,6096137297,Person41,Details5
1088,Client1088,Commercial,528264562,,499 Main St,2584156601,Person36,Details6
1089,Client1089,Commercial,700726704,,452 Market St,9874573932,Person20,Details1
1090,Client1090,Residential,,524478707,600 Main St,6155907680,Person45,Details4
1091,Client1091,Commercial,393511543,,206 Elm St,8585636719,Person5,Details6
1092,Client1092,Residential,,804848321,982 Pine St,1910487326,Person2,Details9
1093,Client1093,Commercial,790733854,,637 Market St,0037533985,Person19,Details12
1094,Client1094,Residential,,934612667,397 Market St,3739061693,Person16,Details15
1095,Client1095,Commercial,184813923,,446 Market St,6933886041,Person13,Details9
1096,Client1096,Residential,,361179245,536 Main St,0214482550,Person34,Details10
1097,Client1097,Residential,,928513771,878 Elm St,4277864485,Person13,Details12
1098,Client1098,Residential,,875392278,871 Elm St,7421625618,Person31,Details18
1099,Client1099,Residential,,450315043,392 Elm St,9946335967,Person47,Details4
1100,Client1100,Commercial,643465146,,881 Pine St,9706462666,Person46,Details15
1101,Client1101,Residential,,884723544,461 Main St,0201071089,Person14,Details10
1102,Client1102,Residential,,375345446,892 Elm St,8777527243,Person26,Details9
1103,Client1103,Residential,,717022696,473 Elm St,2881082861,Person23,Details1
1104,Client1104,Residential,,219338578,633 Elm St,3289706412,Person4,Details3
1105,Client1105,Residential,,792259031,277 Pine St,2551556946,Person4,Details6
1106,Client1106,Commercial,365221243,,167 Market St,2629952800,Person48,Details7
1107,Client1107,Commercial,797861004,,740 Pine St,4876253774,Person43,Details9
1108,Client1108,Residential,,556580796,30 Elm St,9625069739,Person50,Details13
1109,Client1109,Residential,,308488845,262 Market St,1569748110,Person19,Details10
1110,Client1110,Residential,,530705524,465 Pine St,7875130101,Person32,Details3
1111,Client1111,Commercial,495908609,,839 Elm St,1160763689,Person41,Details13
1112,Client1112,Commercial,582726213,,8 Oak St,4906307513,Person18,Details5
1113,Client1113,Commercial,874900121,,597 Oak St,2965273487,Person7,Details9
1114,Client1114,Commercial,121602872,,803 Oak St,2878475141,Person11,Details15
1115,Client1115,Residential,,874794403,325 Market St,0006977114,Person3,Details16
1116,Client1116,Commercial,949310242,,981 Oak St,9364501056,Person1,Details4
1117,Client1117,Residential,,479155590,804 Main St,0467387220,Person27,Details2
1118,Client1118,Residential,,214757654,568 Pine St,7257245964,Person8,Details15
1119,Client1119,Commercial,194844038,,277 Market St,5072840705,Person40,Details13
1120,Client1120,Residential,,610928928,876 Elm St,0246052261,Person45,Details15
1121,Client1121,Residential,,302588420,154 Pine St,4125137792,Person10,Details7
1122,Client1122,Residential,,504179778,178 Pine St,7493204470,Person38,Details15
1123,Client1123,Residential,,123964010,368 Pine St,9985441913,Person27,Details12
1124,Client1124,Residential,,521372792,806 Main St,8946126836,Person44,Details10
1125,Client1125,Residential,,461391559,570 Main St,5166839836,Person38,Details10
1126,Client1126,Residential,,607489763,861 Elm St,3939682746,Person2,Details12
1127,Client1127,Residential,,958857143,220 Market St,8479200372,Person4,Details7
1128,Client1128,Commercial,408955241,,439 Oak St,4923838260,Person14,Details6
1129,Client1129,Commercial,322283604,,671 Market St,9840548386,Person10,Details4
1130,Client1130,Commercial,327071860,,901 Pine St,3337807579,Person12,Details6
1131,Client1131,Residential,,492264317,332 Market St,1354533136,Person49,Details20
1132,Client1132,Commercial,778569254,,474 Main St,9294413818,Person18,Details12
1133,Client1133,Residential,,905410776,287 Main St,3011650568,Person47,Details16
1134,Client1134,Residential,,152910794,698 Pine St,7632332434,Person41,Details17
1135,Client1135,Residential,,842116233,31 Elm St,3513361511,Person22,Details2
1136,Client1136,Residential,,924528773,375 Elm St,8384209011,Person11,Details18
1137,Client1137,Residential,,633436655,774 Pine St,4888530931,Person38,Details8
1138,Client1138,Residential,,181749502,487 Elm St,0003339018,Person32,Details1
1139,Client1139,Residential,,377027828,655 Oak St,6375027793,Person3,Details20
1140,Client1140,Commercial,688200592,,234 Market St,8796872772,Person45,Details19
1141,Client1141,Residential,,881134933,549 Elm St,6126848265,Person45,Details17
1142,Client1142,Commercial,157323161,,680 Oak St,5964927091,Person19,Details16
1143,Client1143,Residential,,930878621,663 Oak St,8882314991,Person22,Details20
1144,Client1144,Residential,,681549253,838 Pine St,7097569821,Person24,Details16
1145,Client1145,Residential,,641174017,80 Market St,4025789952,Person11,Details17
1146,Client1146,Commercial,782924372,,176 Pine St,8182342057,Person11,Details6
1147,Client1147,Residential,,434539935,763 Elm St,2990953857,Person16,Details4
1148,Client1148,Residential,,472947292,778 Elm St,6470983477,Person41,Details16
1149,Client1149,Residential,,234602210,78 Market St,9692599781,Person33,Details17
1150,Client1150,Residential,,191006129,756 Oak St,5691920757,Person50,Details16
1151,Client1151,Residential,,789261902,613 Pine St,1398749135,Person22,Details14
1152,Client1152,Residential,,757169705,13 Oak St,9626575306,Person33,Details9
1153,Client1153,Residential,,255489297,182 Main St,5532602067,Person39,Details6
1154,Client1154,Residential,,330642356,853 Oak St,9766109984,Person19,Details4
1155,Client1155,Residential,,805648705,533 Main St,1272847220,Person12,Details7
1156,Client1156,Residential,,514618434,412 Oak St,7622109575,Person15,Details11
1157,Client1157,Residential,,471668332,912 Oak St,6910159708,Person21,Details13
1158,Client1158,Commercial,615921137,,626 Main St,8854284151,Person14,Details14
1159,Client1159,Residential,,832235365,661 Main St,1878300625,Person45,Details7
1160,Client1160,Commercial,844792387,,6 Main St,7511186133,Person41,Details16
1161,Client1161,Residential,,806924483,203 Market St,1135743682,Person11,Details19
1162,Client1162,Residential,,581374392,395 Oak St,8501643143,Person44,Details5
1163,Client1163,Residential,,831394191,612 Main St,2066772854,Person40,Details14
1164,Client1164,Residential,,843970892,776 Main St,4601263893,Person47,Details8
1165,Client1165,Residential,,248489152,574 Pine St,5787803304,Person15,Details9
1166,Client1166,Commercial,680559340,,748 Oak St,1099786534,Person49,Details8
1167,Client1167,Residential,,930759696,168 Market St,1655430918,Person45,Details7
1168,Client1168,Commercial,514956328,,169 Elm St,6371543537,Person25,Details11
1169,Client1169,Residential,,153573051,808 Market St,9783526257,Person45,Details4
1170,Client1170,Residential,,590049903,455 Oak St,8588356275,Person33,Details1
1171,Client1171,Residential,,972210510,720 Pine St,4548161752,Person30,Details18
1172,Client1172,Residential,,958316635,988 Main St,6392001081,Person49,Details20
1173,Client1173,Residential,,810470308,446 Market St,6916498511,Person22,Details1
1174,Client1174,Residential,,253809312,807 Pine St,1117326357,Person37,Details4
1175,Client1175,Residential,,629585363,291 Elm St,9606506732,Person34,Details6
1176,Client1176,Residential,,528221471,142 Main St,2053505886,Person1,Details6
1177,Client1177,Commercial,376764264,,236 Pine St,0304446659,Person34,Details4
1178,Client1178,Residential,,574022476,966 Oak St,1787259753,Person37,Details1
1179,Client1179,Residential,,118569058,937 Main St,5679676654,Person39,Details13
1180,Client1180,Commercial,214246838,,250 Main St,8108418880,Person27,Details11
1181,Client1181,Residential,,256488330,91 Pine St,6976178284,Person35,Details13
1182,Client1182,Residential,,409045711,213 Oak St,8660427646,Person17,Details15
1183,Client1183,Residential,,515200665,878 Market St,8923674008,Person47,Details13
1184,Client1184,Residential,,701865017,743 Pine St,5712336359,Person19,Details19
1185,Client1185,Residential,,457341079,142 Market St,6996890579,Person12,Details2
1186,Client1186,Residential,,907975064,436 Pine St,0872239549,Person42,Details1
1187,Client1187,Residential,,723210058,404 Main St,2487908030,Person3,Details14
