violation_id,violation_type,date_time,status,violation_category_id,drivers_licence
776,Speeding,2023-10-04,registered,4,ZG-848544-91-35-60-CZ
777,Reckless driving,2022-11-30,closed,4,IR-842501-05-47-70-JL
778,Running a red light,2020-07-13,registered,4,OH-873862-85-57-84-MK
779,Speeding,2016-04-10,registered,4,AF-096822-28-51-93-DL
780,Reckless driving,2021-02-21,closed,4,QI-411116-30-55-42-VK
781,Failure to yield,2015-12-01,registered,4,MQ-930646-75-84-52-EX
782,Reckless driving,2015-03-21,registered,4,XW-884231-31-79-03-ZR
783,Running a red light,2023-07-12,closed,4,LV-032518-69-22-94-SF
784,Reckless driving,2014-10-07,registered,4,XV-691966-92-96-70-NS
785,Illegal parking,2015-01-13,registered,4,WK-334055-10-28-81-QP
786,Speeding,2021-06-30,closed,4,WP-650594-87-02-89-ZW
787,Speeding,2023-11-21,closed,4,GD-833737-67-71-08-RG
788,Illegal parking,2019-11-02,registered,4,AR-323727-31-53-44-WN
789,Illegal parking,2014-12-15,closed,4,LS-846717-96-38-79-DQ
790,Speeding,2014-11-26,registered,4,AS-777607-13-16-50-IE
791,Running a red light,2020-10-07,registered,4,MC-762301-20-75-01-ZY
792,Failure to yield,2018-02-23,registered,4,RY-278041-57-66-36-JN
793,Speeding,2019-09-20,registered,4,NZ-017956-01-57-22-WB
794,Illegal parking,2015-03-12,registered,4,YS-719556-05-76-92-IV
795,Failure to yield,2020-04-16,closed,4,LT-979930-91-48-23-VY
796,Reckless driving,2016-12-10,closed,4,RM-612283-36-81-24-ZK
797,Running a red light,2016-10-16,registered,4,JU-933204-20-78-93-RU
798,Driving under the influence,2017-10-09,registered,4,MN-217984-88-63-56-RN
799,Failure to yield,2018-11-25,closed,4,IW-840735-54-87-75-LQ
800,Illegal parking,2015-09-05,registered,4,TT-109277-53-02-61-ZP
801,Illegal parking,2021-01-19,closed,4,NA-711036-10-66-75-GT
802,Speeding,2016-08-09,registered,4,MR-132834-07-42-69-GA
803,Driving under the influence,2020-02-23,registered,4,GM-658588-14-52-54-XG
804,Driving under the influence,2015-09-11,closed,4,FB-590550-85-55-25-HN
805,Running a red light,2022-05-09,closed,4,XL-318940-75-39-77-YP
806,Driving under the influence,2016-03-13,closed,4,OS-921920-79-10-67-NC
807,Failure to yield,2014-09-15,registered,4,RI-073291-86-65-26-EK
808,Illegal parking,2018-11-13,registered,4,EL-653698-92-94-59-KG
809,Running a red light,2018-12-17,registered,4,PA-529635-80-08-60-LC
810,Reckless driving,2020-05-05,registered,4,VB-393980-04-17-35-RQ
811,Driving under the influence,2018-06-09,closed,4,UL-450000-78-17-73-NT
812,Reckless driving,2015-06-26,registered,4,NM-959052-67-40-08-AI
813,Running a red light,2018-09-10,registered,4,SV-271513-73-35-08-GJ
814,Driving under the influence,2022-06-24,closed,4,RZ-241187-25-58-77-MR
815,Running a red light,2018-10-20,closed,4,TZ-445048-65-69-69-VC
816,Running a red light,2023-07-16,closed,4,RB-707692-97-55-65-ZX
817,Reckless driving,2022-03-09,registered,4,ZH-251976-91-54-83-ES
818,Speeding,2023-10-25,registered,4,PA-156676-10-02-82-FK
819,Speeding,2023-02-06,registered,4,NF-977068-13-99-67-EA
820,Speeding,2018-08-17,registered,4,UL-464024-30-68-20-TM
821,Failure to yield,2014-10-09,closed,4,AG-613136-89-30-54-CW
822,Driving under the influence,2015-10-08,registered,4,OF-657846-83-86-23-TL
823,Reckless driving,2023-12-02,closed,4,TC-132625-61-08-93-KW
824,Reckless driving,2021-09-27,registered,4,LO-016121-94-85-70-QP
825,Illegal parking,2020-08-01,closed,4,KG-363478-71-63-16-MY
826,Running a red light,2020-10-13,registered,4,UG-858446-49-65-28-VD
827,Reckless driving,2015-12-24,registered,4,MJ-352274-36-18-95-MR
828,Reckless driving,2014-08-15,registered,4,QA-683208-52-96-87-QJ
829,Illegal parking,2020-12-01,registered,4,EN-492112-07-12-17-PN
830,Illegal parking,2019-08-21,registered,4,TK-872878-42-99-44-QB
831,Reckless driving,2017-03-27,registered,4,WJ-783563-52-75-54-HZ
832,Illegal parking,2018-04-23,registered,4,EI-707662-31-83-98-SY
833,Illegal parking,2019-06-17,registered,4,SJ-868644-19-25-08-AN
834,Illegal parking,2020-10-29,registered,4,BB-361921-91-53-24-UP
835,Illegal parking,2020-06-17,registered,4,NC-559317-13-63-39-HV
836,Driving under the influence,2017-11-24,closed,4,EM-475493-23-86-00-BY
837,Failure to yield,2021-04-10,registered,4,UB-525773-21-63-07-QJ
838,Reckless driving,2014-11-24,registered,4,CE-397094-12-94-12-IP
839,Driving under the influence,2019-09-09,closed,4,PX-019412-68-49-37-RR
840,Speeding,2020-01-23,closed,4,DY-599618-79-19-12-WM
841,Speeding,2018-09-16,registered,4,TA-949937-26-07-96-MG
842,Speeding,2016-08-28,closed,4,WO-779940-44-08-70-LH
843,Illegal parking,2023-11-08,registered,4,VG-999851-16-79-13-HL
844,Illegal parking,2018-10-22,closed,4,EP-913648-82-32-94-WI
845,Illegal parking,2020-02-13,registered,4,RE-890425-93-73-99-OE
846,Illegal parking,2022-01-31,registered,4,ES-191559-21-18-84-WW
847,Running a red light,2020-03-16,closed,4,BW-205380-02-90-51-XI
848,Driving under the influence,2019-03-01,registered,4,BZ-062694-32-36-38-SX
849,Reckless driving,2018-03-08,closed,4,ZO-894470-62-33-71-LP
850,Driving under the influence,2017-08-06,registered,4,CS-469372-11-78-23-FG
851,Running a red light,2018-12-22,closed,4,SA-881763-57-04-37-HM
852,Failure to yield,2022-12-08,registered,4,GT-113222-82-29-18-IB
853,Speeding,2020-05-15,registered,4,HH-246251-07-93-35-AI
854,Running a red light,2019-04-12,registered,4,IO-529715-68-34-74-RI
855,Running a red light,2019-09-17,closed,4,PA-551009-95-68-84-MI
856,Speeding,2017-09-10,closed,4,QS-095702-52-35-00-XB
857,Running a red light,2022-07-09,registered,4,HN-809094-90-42-58-NN
858,Driving under the influence,2018-07-07,registered,4,QW-719772-61-65-82-PD
859,Failure to yield,2019-11-22,registered,4,QH-595051-46-43-96-UI
860,Driving under the influence,2023-05-23,closed,4,DO-598303-41-79-44-GL
861,Reckless driving,2023-01-13,registered,4,CR-543286-00-21-56-EW
862,Driving under the influence,2019-02-12,registered,4,WE-502646-55-77-34-HC
863,Failure to yield,2021-01-09,closed,4,XH-056558-54-94-58-QG
864,Speeding,2015-03-27,registered,4,NT-070433-36-08-57-PW
865,Illegal parking,2023-09-08,closed,4,UH-742244-87-56-34-QS
866,Reckless driving,2021-01-01,registered,4,UW-723372-33-52-42-WE
867,Reckless driving,2023-02-13,registered,4,TC-436741-34-81-34-BW
868,Speeding,2020-02-04,registered,4,ZP-018318-36-26-41-OR
869,Driving under the influence,2022-03-30,registered,4,QQ-166845-30-91-65-SV
870,Reckless driving,2014-09-07,registered,4,MX-963012-30-01-87-WM
871,Running a red light,2017-06-10,registered,4,KR-770692-46-49-11-XN
872,Speeding,2020-03-03,registered,4,BK-511866-25-08-99-PQ
873,Speeding,2016-02-26,registered,4,ZU-015217-09-38-80-LJ
874,Illegal parking,2015-09-22,closed,4,DH-095681-07-66-70-CM
875,Running a red light,2016-08-30,registered,4,SE-581223-52-15-07-GV
876,Illegal parking,2018-12-06,registered,4,XQ-404532-32-66-08-QF
877,Running a red light,2018-07-06,closed,4,NH-796545-50-06-11-PX
878,Failure to yield,2020-07-16,registered,4,JG-085632-97-23-47-TJ
879,Running a red light,2014-09-14,closed,4,DE-280524-92-17-35-BF
880,Illegal parking,2021-05-29,closed,4,CA-300893-91-74-92-SS
881,Illegal parking,2015-11-17,registered,4,OO-789305-64-09-63-TN
882,Running a red light,2015-09-30,closed,4,OF-828634-49-27-36-JM
883,Speeding,2022-10-01,registered,4,AT-726456-97-23-07-ZE
884,Illegal parking,2015-05-09,registered,4,QU-871405-01-82-15-VT
885,Failure to yield,2022-11-19,registered,4,SP-276311-27-41-24-QA
886,Illegal parking,2022-10-26,closed,4,RX-115474-51-97-40-XH
887,Running a red light,2021-11-29,registered,4,VC-595961-07-43-65-TA
888,Speeding,2023-06-09,registered,4,EX-259646-68-23-35-ZN
889,Failure to yield,2022-06-09,registered,4,DM-105180-56-60-42-BW
890,Speeding,2023-08-06,closed,4,JJ-916312-68-05-50-DS
891,Failure to yield,2018-11-24,registered,4,EL-332050-30-04-48-QI
892,Speeding,2016-03-26,registered,4,CX-427700-54-66-34-NN
893,Driving under the influence,2018-03-20,registered,4,NP-033799-59-51-07-DF
894,Failure to yield,2015-05-21,registered,4,BS-698946-99-43-28-OF
895,Driving under the influence,2023-09-23,registered,4,TQ-205699-12-80-63-UF
896,Illegal parking,2022-09-14,closed,4,UM-063262-72-13-66-AU
897,Illegal parking,2021-11-12,closed,4,CT-873546-70-79-78-EA
898,Illegal parking,2017-12-13,closed,4,PV-044926-29-65-26-GG
899,Reckless driving,2022-02-13,registered,4,LO-714803-32-02-85-TD
900,Driving under the influence,2023-01-18,registered,4,JR-381518-49-34-71-XY
901,Failure to yield,2016-01-14,closed,4,QY-322632-01-24-04-HZ
902,Speeding,2021-04-04,registered,4,GZ-924522-68-24-72-CG
903,Speeding,2015-11-29,registered,4,PX-329589-02-20-74-IU
904,Running a red light,2020-08-10,registered,4,LT-923465-96-34-28-ON
905,Speeding,2021-01-19,registered,4,SW-315457-06-82-02-GR
906,Speeding,2015-03-15,registered,4,KF-412500-25-73-37-VA
907,Speeding,2023-09-02,registered,4,MM-371655-58-80-07-WE
908,Speeding,2022-06-17,registered,4,ZI-708169-91-69-95-PX
909,Driving under the influence,2019-12-19,registered,4,UV-244919-97-21-73-UR
910,Reckless driving,2015-12-10,registered,4,RE-259378-27-09-62-IP
911,Speeding,2023-02-24,closed,4,MY-163760-12-71-90-WO
912,Failure to yield,2020-02-03,closed,4,HG-648898-01-90-02-TF
913,Reckless driving,2023-02-13,registered,4,CE-116120-71-30-76-SR
914,Failure to yield,2018-01-09,closed,4,CZ-661335-07-19-29-MC
915,Illegal parking,2020-10-30,closed,4,SF-649294-82-08-74-QG
916,Speeding,2016-01-08,registered,4,SF-339562-10-45-73-TW
917,Failure to yield,2021-07-25,registered,4,NF-318300-19-65-70-DH
918,Running a red light,2019-05-20,closed,4,CB-187195-75-91-10-OJ
919,Running a red light,2017-10-10,registered,4,TC-070385-61-20-58-AA
920,Illegal parking,2016-07-17,closed,4,YE-542518-25-20-09-LD
921,Speeding,2018-07-27,registered,4,KW-313089-60-66-77-UA
922,Speeding,2020-11-24,closed,4,SU-263525-35-75-91-NE
923,Illegal parking,2018-12-22,registered,4,VJ-316235-89-59-63-MF
924,Running a red light,2018-04-15,registered,4,GX-213875-37-69-32-VL
925,Illegal parking,2014-08-05,registered,4,YW-998928-97-79-34-RP
926,Driving under the influence,2021-11-29,registered,4,WY-624244-22-69-16-FB
927,Illegal parking,2016-08-12,closed,4,VK-662563-05-61-43-ZA
928,Reckless driving,2015-06-02,registered,4,GE-566417-71-36-94-SS
929,Illegal parking,2016-02-28,registered,4,RK-720967-29-09-18-RG
930,Reckless driving,2020-03-01,registered,4,SK-526069-50-87-31-KR
931,Speeding,2016-11-21,registered,4,ST-279256-16-31-08-AM
932,Speeding,2015-11-19,closed,4,FM-621193-85-01-46-BF
933,Running a red light,2017-11-08,registered,4,YA-194347-06-73-34-KK
934,Illegal parking,2019-04-09,closed,4,PX-395697-04-87-62-SD
935,Reckless driving,2017-04-20,registered,4,VG-295569-00-38-01-DH
936,Speeding,2014-12-02,registered,4,RM-212808-55-39-56-WI
937,Running a red light,2015-09-25,registered,4,DC-868801-45-46-95-CL
938,Failure to yield,2021-07-06,closed,4,IM-439368-58-02-25-SL
939,Illegal parking,2016-11-07,registered,4,SD-143593-28-18-31-IT
940,Illegal parking,2017-03-31,registered,4,BM-043229-46-75-95-ST
941,Illegal parking,2019-12-21,registered,4,DU-791010-24-77-12-PE
942,Driving under the influence,2018-07-09,registered,4,NQ-630682-77-30-80-AJ
943,Speeding,2021-03-15,closed,4,HG-370121-37-77-94-SS
944,Running a red light,2019-03-19,closed,4,SP-132339-31-15-82-WQ
945,Reckless driving,2022-05-03,registered,4,JU-183645-53-19-21-EZ
946,Running a red light,2015-12-31,registered,4,EP-383753-34-88-35-UT
947,Running a red light,2019-01-07,registered,4,SN-471131-82-94-14-OE
948,Failure to yield,2023-11-06,closed,4,LC-163835-82-28-36-AC
949,Illegal parking,2023-07-29,closed,4,LH-065783-19-74-25-FM
950,Illegal parking,2019-03-31,registered,4,WD-757201-48-85-56-SW
951,Driving under the influence,2016-10-03,registered,4,DA-808134-27-59-82-AY
952,Failure to yield,2015-06-02,registered,4,NK-830965-11-07-69-JF
953,Driving under the influence,2016-02-26,registered,4,FZ-098868-68-58-06-MN
954,Failure to yield,2023-10-16,registered,4,JW-632584-43-04-48-TF
955,Illegal parking,2014-11-07,registered,4,YP-379500-78-34-57-LD
956,Failure to yield,2015-05-29,registered,4,AD-913275-67-63-18-KB
957,Reckless driving,2019-06-21,registered,4,NY-742131-14-18-45-FJ
958,Driving under the influence,2016-08-28,registered,4,TA-849881-51-99-46-CU
959,Speeding,2021-07-26,registered,4,QH-301862-89-85-38-DY
960,Illegal parking,2020-02-29,registered,4,GS-481183-35-64-28-LZ
961,Failure to yield,2017-07-06,registered,4,WC-485318-90-19-80-TY
962,Speeding,2018-12-03,registered,4,VB-661383-56-31-38-KL
963,Failure to yield,2018-03-06,registered,4,JT-270088-15-18-32-OB
964,Running a red light,2016-04-20,registered,4,JX-841031-59-03-22-XZ
965,Illegal parking,2017-02-04,registered,4,QL-990902-17-59-34-NM
966,Driving under the influence,2019-11-02,closed,4,EK-445401-41-86-82-KY
967,Speeding,2020-05-04,closed,4,TC-573872-56-85-62-AR
968,Speeding,2018-06-27,registered,4,YH-000249-34-76-74-DN
969,Speeding,2017-04-05,closed,4,BT-582502-08-73-98-VA
970,Reckless driving,2018-02-04,closed,4,AI-522623-14-95-73-WZ
971,Failure to yield,2014-08-30,registered,4,TU-046289-35-89-77-YM
972,Speeding,2016-02-27,registered,4,KU-969707-30-14-55-BZ
973,Illegal parking,2014-10-05,registered,4,HV-754866-88-94-02-UF
974,Running a red light,2023-03-30,registered,4,VX-032071-16-74-45-UE
975,Illegal parking,2023-06-01,registered,4,JH-417315-53-62-46-GI
976,Speeding,2023-09-20,registered,4,TO-037282-17-35-54-MD
977,Running a red light,2017-09-10,registered,4,CP-542105-07-84-76-FJ
978,Running a red light,2020-04-02,closed,4,AP-202639-87-25-71-NU
979,Running a red light,2015-04-16,registered,4,UA-266590-40-36-69-QZ
980,Running a red light,2016-01-19,registered,4,YS-182153-23-24-76-DK
981,Reckless driving,2019-04-13,registered,4,VD-385516-63-21-79-ZE
982,Running a red light,2021-03-09,registered,4,WL-632487-96-49-16-LL
983,Speeding,2020-01-25,closed,4,RI-184797-62-20-92-UR
984,Failure to yield,2022-04-25,registered,4,PZ-122515-98-77-63-WF
985,Illegal parking,2014-12-14,registered,4,IS-797636-72-41-54-UY
986,Driving under the influence,2023-03-20,closed,4,XC-499068-72-44-19-RU
987,Speeding,2018-11-04,registered,4,HQ-989814-84-55-86-KP
988,Speeding,2016-05-16,closed,4,JD-689418-62-03-26-ZE
989,Failure to yield,2019-12-25,registered,4,CA-947320-53-05-15-CV
990,Reckless driving,2017-06-11,closed,4,NI-851912-98-83-51-QE
991,Speeding,2016-07-25,closed,4,BV-097306-37-26-63-JF
992,Reckless driving,2020-01-24,registered,4,QX-255258-06-56-97-RA
993,Failure to yield,2021-03-03,registered,4,CH-231655-85-67-92-VB
994,Failure to yield,2022-06-19,registered,4,BO-505681-12-22-31-QG
995,Speeding,2015-10-15,registered,4,ZR-673295-08-25-90-JA
996,Illegal parking,2016-05-30,registered,4,FU-612549-10-76-12-TI
997,Speeding,2022-03-11,closed,4,CA-720182-10-63-69-OT
998,Driving under the influence,2022-11-08,registered,4,FD-937928-39-95-76-EM
999,Reckless driving,2015-06-09,registered,4,WL-152920-75-90-44-QR
1000,Driving under the influence,2017-06-10,registered,4,GT-509540-10-79-72-QA
