witness_id,name,last_name,phone_number,violation_act_id
1278,Enrique,Hansom,579-978-9388,660
1279,Baird,Dunston,651-590-1484,1255
1280,Tiffany,Duffrie,753-454-1879,1098
1281,Tedi,Gilardengo,289-268-4262,151
1282,Blake,Nial,312-469-5313,852
1283,Aura,Poff,948-224-2542,1058
1284,Phillip,Almak,218-315-9906,1317
1285,Beau,Gilliver,693-141-1001,341
1286,Jakie,Lamplough,966-148-5179,1332
1287,Alanah,Tregona,538-262-3140,622
1288,Carmencita,Binns,662-421-6523,57
1289,Rockey,Geertje,882-184-6309,687
1290,Layton,Gerram,237-498-6663,1411
1291,Hedy,Menico,342-460-3633,1041
1292,Madelene,Emmens,312-325-7867,753
1293,Kirby,Jankin,634-953-7351,1251
1294,Lucia,Phillis,261-310-2188,1012
1295,Shay,Tregent,480-927-8572,75
1296,Abey,Scimoni,911-174-9872,725
1297,Minnie,Proppers,778-323-8554,625
1298,Amalee,Phillpot,247-544-9451,563
1299,Cacilie,Plail,300-630-7524,530
1300,Trey,Tyce,636-843-7848,1097
1301,Hershel,Davidek,249-480-8019,1150
1302,Felecia,McArdle,416-708-6634,647
1303,Amalie,Fairbairn,685-719-3878,1492
1304,Abrahan,O'Calleran,780-738-2159,631
1305,Kean,Balwin,736-999-8143,71
1306,Jarred,Staning,143-262-8995,481
1307,Khalil,Chipp,274-757-9983,923
1308,Lyssa,Borzone,270-547-0733,573
1309,Imelda,Heelis,487-569-8065,1383
1310,Rosalie,McClure,118-669-3308,577
1311,Osbourne,Huntingdon,738-395-3580,154
1312,Beatrisa,Fernley,604-922-9821,244
1313,Micky,Arson,276-687-4677,37
1314,Brok,Logue,596-554-8543,797
1315,Karen,Liddicoat,636-233-1131,87
1316,Fern,Jobe,564-303-3405,1395
1317,Lionel,Shinton,842-224-8170,1417
1318,Margret,Howgill,789-699-8823,592
1319,Adina,Veschi,460-236-8946,141
1320,Bogey,Rablen,916-840-3395,909
1321,Scotti,Tedstone,627-231-0784,750
1322,Jon,Gowanlock,317-567-2617,136
1323,Quill,McGebenay,970-552-5845,435
1324,Che,Cecchetelli,854-571-3349,411
1325,Lissie,Canter,360-626-1425,922
1326,Catharina,Stodd,620-879-2248,628
1327,Chip,Buddock,896-956-7749,428
1328,Lauri,Bittlestone,690-292-1012,233
1329,Jamal,Schapero,491-982-3205,1304
1330,Loydie,Hubbart,497-271-8453,852
1331,Aimee,Allain,785-737-0198,694
1332,Kinny,Mayzes,767-359-5979,499
1333,Parry,Rubury,739-983-4754,593
1334,Adelice,Van Driel,910-867-8371,1360
1335,Courtnay,Kanwell,875-299-1344,337
1336,Donelle,Danihel,584-302-0737,1150
1337,Mandy,Tarborn,951-632-5088,373
1338,Iosep,McGrill,386-304-3140,498
1339,Butch,Hindge,618-987-9052,670
1340,Averyl,Kyle,952-184-7340,1183
1341,Saunderson,Curee,211-312-4676,174
1342,Lucia,D'Acth,970-558-1167,1024
1343,Alissa,O'Carran,607-673-3358,614
1344,Marline,Warrell,153-586-1238,820
1345,Filide,Jeannet,323-629-8251,1288
1346,Camille,Pennone,949-421-7820,621
1347,Barnie,Aleksankov,942-314-9580,816
1348,Erina,Malcolm,218-650-8208,939
1349,Rosemarie,Jaggli,857-981-8807,1321
1350,Filippo,Crush,119-790-7093,1173
1351,Christiano,Myderscough,806-525-2570,36
1352,Darsie,Murrhaupt,970-476-2910,564
1353,Coral,Candie,651-184-8466,225
1354,Maddie,Birden,969-170-5461,1054
1355,Jerrie,Blythin,721-611-9845,1021
1356,Gaynor,Hazzard,257-662-9504,880
1357,Harcourt,Cowoppe,902-895-2872,998
1358,Lil,Hardingham,279-532-0419,916
1359,Stevana,Narbett,514-959-4847,931
1360,Bonny,Chrippes,635-817-6307,1321
1361,Leila,Dobbing,806-512-4650,1106
1362,Gabe,Hovel,885-644-8116,236
1363,Alika,Le-Good,771-133-2898,1041
1364,Timi,Scrase,962-268-0391,353
1365,Shina,Maddy,916-788-2620,501
1366,Shellie,Mullineux,213-793-0898,1244
1367,Gertrud,Saura,450-137-9006,14
1368,Dilan,Cadney,325-388-7205,806
1369,Adriano,Crosland,771-376-6245,1449
1370,Barrie,MacGuffog,210-636-4734,149
1371,Bordy,Moloney,865-833-6921,163
1372,Rube,Rubanenko,650-173-2623,1271
1373,Ed,Rickaby,290-227-2088,582
1374,Stormy,Seifert,849-772-0538,691
1375,Roman,Cutsforth,660-188-7618,1206
1376,Gauthier,Peachman,736-103-0784,791
1377,Boonie,Gullivan,898-704-3764,1322
1378,Rurik,Peret,313-664-5055,280
1379,Bartholomew,Pendred,516-531-1034,283
1380,Rae,Fanthom,112-972-0917,1449
1381,Jaquenetta,Badder,264-157-3941,334
1382,Parry,Lindblom,378-230-7677,1367
1383,Seline,De Bruijne,340-573-6449,1296
1384,Leshia,Cowp,124-917-0231,1470
1385,Chandler,Klaus,942-332-3128,981
1386,Mirna,Shave,582-834-4917,1037
1387,Dugald,Piwell,256-670-2436,592
1388,Izzy,O'Brian,557-146-4984,447
1389,Giacomo,Fitzharris,659-591-1118,896
1390,Linell,MacGrath,479-571-7533,1202
1391,Baron,Hawtrey,574-114-0132,201
1392,Tris,Yepiskov,460-239-4052,513
1393,Jarrett,Studholme,470-682-5280,188
1394,Zoe,Hourihan,826-831-9247,1346
1395,Pancho,Bromell,821-234-6988,466
1396,Melamie,Whysall,465-840-7186,611
1397,Lesli,Adie,398-690-7872,1147
1398,Denny,Gilham,631-215-4547,437
1399,Rubie,Pybus,616-804-6539,766
1400,Lilli,Alvaro,335-167-3677,78
1401,Roland,Elmhurst,628-856-9285,60
1402,Kathie,Giordano,711-625-7042,423
1403,Udale,Ewence,210-855-4586,266
1404,Goldarina,Patrie,920-619-6870,1178
1405,Blake,Cushe,789-838-7777,880
1406,Benedick,Guice,758-257-2901,325
1407,Ahmad,Edens,369-706-9478,842
1408,Layney,Burton,606-159-0885,1254
1409,Cherie,Gilhooly,456-890-6758,1366
1410,Averil,Lockett,703-402-3462,1072
1411,Haleigh,Rylance,403-282-3112,1244
1412,Benyamin,Sturte,779-720-7865,159
1413,Liz,Torricella,156-390-1236,1300
1414,Talbot,Tromans,476-972-4930,1003
1415,Sarita,Boother,954-608-8451,1319
1416,Teddy,Gimert,657-170-0455,663
1417,Elfreda,Leban,455-679-4917,939
1418,Pollyanna,Clashe,368-768-7450,163
1419,Martita,Keynes,975-913-2902,1261
1420,Alejoa,Nasey,902-675-7717,595
1421,Celka,Langcaster,971-515-9164,1364
1422,Darrel,Lyman,157-986-3106,574
1423,Gabbie,MacCurtain,515-125-7612,1231
1424,Anthiathia,Curtis,684-594-9482,922
1425,Ruprecht,Redgate,799-267-9541,1194
1426,Cyrus,La Wille,334-596-5361,704
1427,Rhonda,Gianotti,812-511-5051,198
1428,Tori,Fenwick,704-769-4387,1224
1429,Onida,Tellett,612-723-2851,283
1430,Caren,Sizzey,219-135-4143,755
1431,Garwin,Bice,918-923-7208,764
1432,Agnesse,Vossgen,257-475-4642,1223
1433,Ravid,Gozard,930-921-4869,1243
1434,Sheilakathryn,Proudler,139-468-1575,292
1435,Bee,Ruby,735-916-4851,698
1436,Stanly,Asals,663-787-0640,588
1437,Dani,Cockley,320-377-1115,661
1438,Maryellen,Prestedge,242-557-0005,229
1439,Lolly,Solland,816-591-0010,297
1440,Batholomew,Shrubb,676-809-7256,821
1441,Morgan,Lardnar,767-271-1878,1168
1442,Nonah,Sam,527-765-9318,1057
1443,Eilis,Clothier,404-840-0398,762
1444,William,Callow,365-447-0016,1100
1445,Audre,Roumier,333-136-5458,1305
1446,Dulcy,McGing,619-413-6416,339
1447,Khalil,Grimsdyke,346-144-1763,25
1448,Jean,Bursnall,300-670-3965,130
1449,Kennedy,Skilton,240-165-0443,252
1450,Lem,Betser,932-372-9089,1236
1451,Fayina,Guwer,721-957-6965,510
1452,Kendrick,Small,230-143-5484,430
1453,Talbot,Cutmare,790-597-2350,324
1454,Alli,Sapseed,383-212-1587,1083
1455,Jackelyn,Van Velde,994-467-9080,820
1456,Burlie,Scurlock,667-913-5625,1230
1457,Nicola,Gritsunov,719-338-9263,724
1458,Matthaeus,Goggins,681-336-8547,76
1459,Abagael,Strowan,443-436-3172,108
1460,Pauly,Burgill,405-377-7855,552
1461,Laurianne,Carek,920-530-1400,2
1462,Casandra,Clapson,162-878-7132,1493
1463,Misti,Armsden,144-821-9981,1386
1464,Gillian,Hilley,779-305-4736,845
1465,Archaimbaud,Allsop,611-928-0086,1268
1466,Jaynell,Haldane,475-924-2926,924
1467,Sinclare,Cocke,821-818-1130,1186
1468,Loreen,Palfrie,230-929-3722,492
1469,Matthus,Elster,772-424-5024,1220
1470,Garek,Gheeorghie,287-367-2740,106
1471,Portie,Goring,328-830-5369,56
1472,Thorsten,Stranger,545-491-1681,280
1473,Virge,de Quincey,158-514-6051,572
1474,Tiffie,Coopper,658-185-2549,36
1475,Clementia,Bonsall,688-904-8311,1244
1476,Esmaria,Grevile,639-678-4989,581
1477,Molli,Andryunin,168-327-5339,1057
1478,Iosep,Greenacre,873-672-3369,267
1479,Gaspar,Thirst,674-602-1654,1169
1480,Chrissy,Brockie,998-704-1718,655
1481,Adolf,Tordiffe,258-874-9028,769
1482,Ram,Swatradge,820-887-7545,843
1483,Bridget,Felce,816-288-0210,387
1484,Donnamarie,Churchyard,847-535-8135,853
1485,Billy,Southam,469-439-4156,1002
1486,Madelina,Glidden,554-868-6965,1216
1487,Obadiah,Klimkiewich,902-556-8250,27
1488,Katy,Bartoleyn,807-978-5126,748
1489,Ronni,Oda,442-665-3715,647
1490,Sandy,Axelbee,570-923-6786,864
1491,Orazio,Bignal,887-353-6773,158
1492,Misti,Vardey,727-145-4637,590
1493,Son,Jansema,568-164-3688,1279
1494,Bale,Felgate,959-384-2492,1063
1495,Coletta,Dyers,999-416-4056,85
1496,Chadd,Standley,404-204-6034,300
1497,Reginauld,Golagley,273-585-3181,82
1498,Jessamyn,Fortye,815-255-4871,652
1499,Gunilla,Scorah,892-778-0552,1113
1500,Kassandra,McJury,569-619-0251,897
1501,Maryann,todor,955-663-1407,1401
1502,Stu,Emanuel,247-948-1465,1222
1503,Yulma,Malter,816-897-9846,488
1504,Guido,Boich,865-328-0724,816
1505,Peyton,Dantesia,702-835-1018,1423
1506,Elwyn,Libbie,773-170-2475,912
1507,Gerald,Hare,691-200-1824,74
1508,Anna-diane,Welfare,223-126-3627,643
1509,Lanny,Bayless,648-856-4730,971
1510,Gerard,Spadelli,847-102-3069,515
1511,Bunny,Kolushev,345-420-4805,900
1512,Pansy,Hoffner,655-358-7045,1062
1513,Isa,Mityakov,721-740-5493,154
1514,Cristy,Sloyan,687-268-9201,1231
1515,Orland,Fydo,802-610-0973,852
1516,Desiri,Grayne,130-409-3434,915
1517,Felicio,Lexa,948-498-9990,720
1518,Marni,McGucken,921-994-1416,669
1519,King,Milella,149-296-6774,378
1520,Ayn,Starkey,105-135-9225,265
1521,Tiena,Goalley,682-335-8456,1467
1522,Sonya,Gough,710-849-3485,1275
1523,Garreth,McVaugh,193-571-8087,1129
1524,Ermengarde,Senn,952-785-1534,915
1525,Bradley,Makey,367-790-5064,1374
1526,Tamas,Clifford,124-288-6423,943
1527,Mark,Losseljong,714-511-3119,1466
1528,Editha,Joinson,661-785-7086,1412
1529,Berri,Robez,479-942-2502,32
1530,Reena,Blaymires,396-727-8507,504
1531,Dru,Tivenan,561-845-7744,1497
1532,Elmo,Larvent,557-408-4694,427
1533,Fowler,Bolver,746-948-3001,933
1534,Austen,Murdoch,553-580-0591,1343
1535,Carmelina,McGunley,310-914-9297,1244
1536,Jordana,Depka,871-112-1272,727
1537,Damien,Stanner,360-282-0511,539
1538,Cullie,Weiss,432-313-7612,227
1539,Alfy,Gibard,583-239-9319,359
1540,Micki,Askam,252-339-3954,1169
1541,Ricca,Easson,388-848-0598,871
1542,Iosep,Pagan,700-717-9673,1347
1543,Celinda,Bigglestone,363-596-8957,172
1544,Cynthy,Lamboll,230-369-0207,837
1545,Rube,Woodburne,276-470-8405,536
1546,Esra,Shields,475-702-9693,223
1547,Lelah,Mapson,658-967-7434,1129
1548,Tanner,Clubley,255-955-3889,1462
1549,Aharon,Poznanski,921-721-5308,69
1550,Bailie,Demcak,639-270-1562,374
1551,Lindsay,MacGow,663-781-4450,637
1552,Byrle,Dincey,565-123-5624,699
1553,Happy,Merrikin,140-921-8317,166
1554,Justen,Burchess,752-843-8645,1443
1555,Catarina,Claridge,446-257-9328,1100
1556,Teresita,Osichev,197-765-5554,410
1557,Aubert,Isaaksohn,657-762-3492,393
1558,Benoite,Euplate,696-712-3076,1466
1559,Leila,Sarson,889-932-3740,884
1560,Sophi,Rookledge,803-475-6460,441
1561,Jaquenetta,Fley,419-306-2057,1095
1562,Ingeberg,Woodbridge,333-422-3620,1098
1563,Renee,Traill,368-424-6162,569
1564,Eugenius,Alred,757-789-3269,456
1565,Janos,Crabbe,944-491-8920,1326
1566,Taryn,Livsey,442-401-4516,949
1567,Tierney,Ciobotaru,385-144-1995,485
1568,Wilone,Knuckles,794-652-9237,641
1569,Merill,Dagless,222-456-5880,618
1570,Yelena,Roocroft,986-439-8322,908
1571,Leodora,Ulyet,380-837-2417,459
1572,Milly,Kmiec,939-124-1634,692
1573,Tymon,Bennedsen,476-890-7182,914
1574,Iain,Durbann,784-994-5000,469
1575,Anjanette,Knott,565-721-7902,526
1576,Tiffany,Roofe,162-345-2136,1327
1577,Harv,Devon,571-384-3676,969
1578,Brena,Swatland,146-113-9463,1439
1579,Ofilia,Laurens,941-655-8372,470
1580,Andrey,Thornber,606-215-6301,837
1581,Klarrisa,Biscomb,320-312-6949,701
1582,Dyan,Meffen,461-622-1602,404
1583,Rowan,Speeding,721-560-1379,754
1584,Pamela,Snailham,329-868-8244,1207
1585,Emelina,Halsted,639-572-9231,787
1586,Joella,Fearnley,769-437-8878,1207
1587,Sauveur,Sivell,164-428-3983,154
1588,Keane,Gare,601-228-2083,954
1589,Osborne,Popple,421-386-7210,629
1590,Upton,Fogg,869-541-9448,1078
1591,Arline,Lindsell,504-223-9506,195
1592,Ethelda,Teek,302-602-0502,385
1593,Nealson,O'Nolan,835-202-5462,1048
1594,Gordie,Tarquini,271-725-4155,98
1595,Conrado,Garaway,450-456-6599,996
1596,Nanni,Rothon,580-410-3617,1449
1597,Gwenore,Sporton,596-489-6203,515
1598,Ramonda,Goodfellow,621-148-8813,743
1599,Riordan,Mattosoff,129-741-7193,170
1600,Ailey,Kenward,747-314-1071,1011
1601,Charla,Woolen,662-424-4301,892
1602,Linn,Phinnessy,961-709-8544,390
1603,Dave,Meysham,469-216-5485,1184
1604,Marissa,Osgordby,213-755-0175,114
1605,Carey,Wordington,501-827-1615,344
1606,Lalo,Cardoo,626-315-8479,1102
1607,Carlyle,Leefe,138-641-3590,1411
1608,Hedvig,Boulding,335-733-6432,1156
1609,Fan,Abdy,918-124-4595,424
1610,Johnathon,Smullen,685-789-9296,110
1611,Marigold,MacLardie,377-677-9485,362
1612,Oswald,Domb,898-868-1867,1097
1613,Rosabel,Allabarton,926-118-2934,448
1614,Rad,Lytle,342-270-3440,397
1615,Horst,Bedboro,527-199-4142,1102
1616,Even,Skerman,666-867-6762,1421
1617,Dylan,De Blase,321-632-8239,1399
1618,Ursala,Haresnape,761-390-7500,724
1619,Sula,Duigenan,845-803-1720,827
1620,Weylin,Edeler,561-633-3530,1202
1621,Rey,Urey,728-279-1025,183
1622,Em,Batrick,923-507-6300,1397
1623,Michaella,Lias,969-760-7197,928
1624,Sandy,Minors,310-385-6886,166
1625,Rhett,Cappineer,563-301-9881,1451
1626,Buck,Lack,690-870-3136,794
1627,Robby,Burrage,596-327-9506,23
1628,Wilek,Krzysztof,692-202-2839,786
1629,Roseline,McGarrity,604-534-3358,1230
1630,Kent,Spinella,338-881-3443,514
1631,Penny,Cowitz,210-680-8816,155
1632,Vita,Moorfield,723-419-0532,1122
1633,Jaquenetta,Grouvel,425-515-9588,1008
1634,Weston,Cogley,885-197-9315,1249
1635,Sally,Argente,757-570-9475,1303
1636,Orsola,Tosney,960-500-6110,1471
1637,Danyelle,Salter,798-626-0329,1097
1638,Bessie,Randalston,840-364-4871,844
1639,Regan,Conibeer,233-297-9904,1005
1640,Brnaby,Colloff,309-851-1191,294
1641,Issi,Eilhart,195-196-1879,1444
1642,Biron,Hansen,597-806-2694,403
1643,Aubrey,Butte,243-649-2429,1136
1644,Ode,Chetham,655-280-0239,223
1645,Gillan,Guilloneau,848-108-6329,1351
1646,Gwenni,Izon,855-293-1906,572
1647,Elladine,Doog,213-731-4335,736
1648,Emery,Whinray,366-141-5206,593
1649,Gerda,Kenford,473-887-2851,887
1650,Corrie,Polland,913-783-1816,905
1651,Broddy,Beviss,682-397-7856,139
1652,Vaughan,Rymour,421-544-8082,925
1653,Arthur,Hallford,999-463-4745,1331
1654,Riccardo,Corriea,189-380-8613,439
1655,Kassey,Proffitt,692-730-9435,614
1656,Jacinthe,Rentcome,913-552-0398,1213
1657,Carmine,Alvis,720-641-3277,653
1658,Loise,Hairsine,935-197-6612,866
1659,Leontine,Meace,877-921-9666,1409
1660,Sal,McTurk,263-414-4249,1248
1661,Jenna,Wandtke,430-626-1707,880
1662,Joseito,Sharman,831-731-3592,1318
1663,Casper,Bott,327-303-6567,632
1664,Hayyim,Moulder,571-753-8630,1299
1665,Derrik,Margrie,121-256-3568,1143
1666,Cindi,Ritchie,397-774-2316,1279
1667,Bart,Giorgiutti,332-261-5235,444
1668,Emmie,Brimmell,996-424-3807,616
1669,Darrelle,Matonin,168-450-0207,453
1670,Jourdan,Dowbakin,595-806-3062,1383
1671,Ibbie,Prinn,320-793-9845,729
1672,Eimile,Polo,598-316-5647,1146
1673,Em,Farragher,989-697-8238,1453
1674,Basil,Whatson,305-242-6273,1214
1675,Crissie,Lardner,654-419-6773,1027
1676,Meris,McKelloch,470-505-7768,408
1677,Nappie,Kehir,403-118-8355,958
1678,Anette,Bromley,776-226-9170,255
1679,Becca,Yewdall,296-259-3556,895
1680,Kelsy,Novill,375-137-5531,512
1681,Goldie,Faulconer,239-630-4850,784
1682,Krishna,Coushe,805-759-8527,1130
1683,Noella,Whayman,912-491-1615,375
1684,Cord,Wodeland,493-554-0452,654
1685,Jerrold,Vivyan,411-676-7162,367
1686,Derry,Gallie,578-653-8680,1099
1687,Betty,Fleetwood,907-777-4385,1257
1688,Lisetta,Bandey,965-273-7220,85
1689,Kalindi,Swanne,188-819-4063,158
1690,Joana,Hendron,291-190-6955,982
1691,Ortensia,Kirman,132-975-7592,1437
1692,Daryle,Gallamore,506-269-2243,688
1693,Agnesse,Tratton,815-547-8909,1166
1694,Friederike,Elsop,802-830-7129,496
1695,Morgen,Satterthwaite,388-154-9652,809
1696,Rusty,Nobles,277-262-4767,443
1697,Lizzy,Hamblett,770-829-2473,363
1698,Jerrylee,Sipson,490-667-7875,788
1699,Shandra,Ilchenko,995-922-8420,1332
1700,Jemima,Rosgen,793-833-4284,1487
1701,Evan,Jehu,702-528-3038,1255
1702,Lil,Bulfit,353-687-4574,1376
1703,Damian,Seiler,874-237-2443,1178
1704,Mikaela,Jemmett,881-907-0742,1377
1705,Ebenezer,Hutcheson,688-642-2107,177
1706,Irvine,Cohan,920-963-9688,918
1707,Dare,Gosdin,937-363-6983,598
1708,Sofia,Tweedell,753-110-4175,1260
1709,Zacharie,Huie,742-770-3631,1337
1710,Pamelina,Kayser,447-449-7612,917
1711,Tammie,Zecchi,361-321-8553,92
1712,Meredith,Drabble,971-203-7031,647
1713,Alyse,Muggeridge,495-732-8895,881
1714,Monica,Cristofor,588-488-0553,686
1715,Selle,Syfax,453-881-3894,495
1716,Theressa,Cattrall,890-847-9949,108
1717,Allistir,Kelwaybamber,155-830-4282,205
1718,Liza,Swayne,360-684-7229,680
1719,Alysia,Frankowski,341-148-7170,171
1720,Robinett,Hertwell,377-858-4801,1414
1721,Colin,Doust,329-115-8622,1213
1722,Marietta,Stainsby,721-534-8378,174
1723,Marty,Janew,219-635-8706,1110
1724,Emalee,Candy,494-620-1518,137
1725,Rochell,Fritchley,479-972-9369,1462
1726,Chelsae,Hallward,978-633-5468,258
1727,Malorie,Palin,935-742-2590,765
1728,Junie,Blakeway,295-966-1701,380
1729,Nicoli,Hanscombe,176-574-3745,1043
1730,Barney,Tofanelli,236-346-2942,559
1731,Homerus,Deguara,164-994-0370,903
1732,Domeniga,Radoux,315-770-4044,78
1733,Ardys,Robardet,774-135-3449,714
1734,David,Renzo,957-959-8379,628
1735,Culley,Ivens,657-559-2159,958
1736,Jordan,Station,327-997-2374,1326
1737,My,Girardi,768-971-5443,1024
1738,Herve,McGowing,359-855-1217,448
1739,Baxter,Paulitschke,452-885-1843,1080
1740,Edythe,Hardwick,882-699-5622,1297
1741,Jacquelin,Mossman,935-281-7189,115
1742,Olwen,Abrahams,238-947-6226,1072
1743,Abba,Smallridge,220-378-6740,856
1744,Nichole,Hebdon,358-742-5267,1131
1745,Hyacinthe,Knapton,135-572-0811,354
1746,Flor,Fidilis,976-527-1898,75
1747,Vinnie,Fraczak,855-782-9025,325
1748,Jerri,Holtum,904-747-2748,664
1749,Walliw,Spedding,530-616-2453,630
1750,Karim,Trotton,379-612-8394,430
1751,Lorne,Rospars,698-724-6316,1325
1752,Genna,Carver,405-387-9766,529
1753,Rahal,Courtese,554-741-5853,769
1754,Briney,Tanzig,657-625-7182,1184
1755,Percival,Clacey,166-870-3993,1070
1756,Zoe,Daice,905-876-7441,1116
1757,Emory,Kruger,139-352-8622,1151
1758,Graeme,Philpots,854-458-6773,1032
1759,Westbrooke,Pessel,238-429-7451,335
1760,Lizbeth,Crimp,138-118-1290,1224
1761,Gael,Joddens,370-648-6116,1151
1762,Cora,Itscovitz,702-861-8597,66
1763,Deloria,Ubach,666-650-3089,770
1764,Cornelia,Cottey,856-979-5134,1065
1765,Amble,McKue,595-210-7073,444
1766,Nichol,Kindall,361-683-2971,391
1767,Lauretta,Brotherton,924-220-9177,1283
1768,Emmy,Coudray,621-798-2077,1030
1769,Ulises,Drife,914-392-8093,692
1770,Colas,Kingaby,859-594-1254,424
1771,Mikey,Blakeney,614-378-2555,1455
1772,Hedi,Vondruska,274-165-7522,555
1773,Morgan,Nutkin,120-998-0681,961
1774,Rabi,Garrand,568-718-4967,738
1775,Rafaello,Glavin,608-616-9026,1330
1776,Nolie,Bantham,910-157-1644,132
1777,Maureene,Baldrick,333-324-5643,497
1778,Valencia,Crook,165-671-4998,1409
1779,Adan,Latchford,510-916-8342,956
1780,Lissi,Benjafield,139-343-6980,568
1781,Maude,McKevitt,703-441-8355,216
1782,Zebulon,Bernardeschi,907-344-5009,359
1783,Jonathan,Spain-Gower,870-596-9383,540
1784,Locke,Kaser,208-493-6560,1444
1785,Glyn,Cheese,585-540-4400,506
1786,Daloris,Incogna,709-735-2357,535
1787,Jeffy,Welfare,622-358-8282,530
1788,Luciana,Klemz,944-264-6967,471
1789,Bron,Spelwood,718-247-5592,842
1790,Milissent,Rennolds,470-820-3490,1238
1791,Davy,Padrick,907-627-8592,410
1792,Orville,Harfoot,658-733-6226,1482
1793,Evvie,Simonite,292-244-7237,1232
1794,Philippe,Winning,956-711-0041,724
1795,Jo,Haxley,336-419-5743,1431
1796,Maris,Gilleson,935-843-8729,1124
1797,Dill,Moyes,957-952-7617,283
1798,Farlie,Sorro,664-620-9637,1470
1799,Hester,Gouinlock,655-366-6976,1462
1800,Brewster,Goundry,248-440-3694,1387
1801,Maryjane,McVeigh,812-282-3725,795
1802,Kellie,Dory,872-509-2122,1223
1803,Baron,Meates,250-215-3159,114
1804,Timi,Viggars,875-812-8918,640
1805,Jori,Flarity,952-896-2489,626
1806,Lucia,Gatchell,822-150-0463,1009
1807,Kinnie,Kytley,223-673-8923,899
1808,Katine,Dukes,789-601-5915,1286
1809,Tore,Amsden,777-512-1374,25
1810,Emilie,Disbury,439-975-9868,534
1811,Matthus,Blaschek,190-139-7300,1062
1812,Lorenza,Swatheridge,642-804-5015,1300
1813,Ariadne,McCurtain,522-135-5347,630
1814,Zacharia,Chalcroft,409-646-6879,108
1815,Killian,Hopkyns,899-388-5088,237
1816,Mack,Pedley,149-128-0334,70
1817,Charmian,Queyos,764-668-4187,1132
1818,Waldo,Armistead,557-656-6856,421
1819,Hilde,Spring,818-954-8843,928
1820,Giles,Stanworth,539-906-1213,302
1821,Jenny,Lalevee,817-659-7551,766
1822,Elonore,Doull,201-678-1724,1470
1823,Honor,Pritchett,558-687-6106,899
1824,Kyle,Mouget,856-909-8988,640
1825,Lauritz,Muggleston,207-802-8596,1384
1826,Toby,Pellew,476-524-8737,1474
1827,Hannie,Jean,921-893-5748,133
1828,Niall,Waterhous,637-996-9927,1178
1829,Egor,Olner,553-993-1996,1455
1830,Boote,Gross,459-452-4943,858
1831,Heath,Hawkshaw,429-798-7009,152
1832,Charissa,Farrant,820-864-2759,339
1833,Norri,Bayless,570-886-5653,246
1834,Dolores,Stower,410-781-8198,17
1835,Ruy,Duinkerk,448-677-7586,455
1836,Tedie,Nockalls,871-603-2514,870
1837,Tori,Stringer,670-376-4733,521
1838,Rosana,Clarage,149-593-8153,999
1839,Joann,Seebright,699-616-9510,68
1840,Batsheva,Bogeys,309-528-2015,1354
1841,Sunny,Roberds,388-912-6081,1069
1842,Orbadiah,Eastope,211-110-0331,1471
1843,Olimpia,Middlemiss,666-786-5325,681
1844,Ki,Chaster,913-959-1346,571
1845,Levey,Kubat,554-303-7030,781
1846,Sherie,Adlam,951-803-4310,1302
1847,Gauthier,Grishinov,734-996-0279,1119
1848,Ingeberg,Stamps,746-684-1245,585
1849,Brigid,Wheal,202-469-1865,796
1850,Ezekiel,Mossman,672-482-3446,363
1851,Lezlie,Edgehill,113-514-7180,1401
1852,Ardyth,Trubshaw,508-811-9500,1486
1853,Ripley,Challenor,627-339-8203,845
1854,Klara,Brewins,995-415-8118,248
1855,Shayne,Lain,373-138-7746,130
1856,Ad,Cancellieri,832-413-9225,1415
1857,Kerianne,Guerner,652-481-6035,153
1858,Symon,Freak,601-834-6840,1244
1859,Madlen,Aiken,618-270-5809,961
1860,Jordan,Challenger,778-617-6321,751
1861,Philis,Normavell,912-419-0441,485
1862,Teodoor,Trye,151-551-4306,1188
1863,Licha,Hutley,844-759-0928,549
1864,Benny,Glassard,460-202-3583,1293
1865,Terrie,Grinikhin,941-620-7861,1080
1866,Dacey,Lait,451-651-7238,707
1867,Erhard,Oldknow,182-567-8492,1424
1868,Nonah,Rutigliano,528-153-4265,751
1869,Artemus,Patemore,789-150-5126,1106
1870,Norrie,Walworth,377-948-0544,930
1871,Kory,Ales0,218-940-0508,132
1872,Odette,Luff,533-206-7585,1318
1873,Moishe,Sussams,668-495-5546,135
1874,Dennie,Masterman,461-362-0311,297
1875,Nalani,De Caville,964-161-1586,1133
1876,Ty,Climer,182-557-3599,703
1877,Prent,Leffek,381-866-0431,1446
1878,Kimberli,Howells,902-659-5073,539
1879,Linea,Lemonnier,354-896-5568,1318
1880,Nina,Nast,215-837-5854,70
1881,Pegeen,Anglim,692-336-9377,1178
1882,Orella,Fedoronko,543-551-0711,1373
1883,Hersch,Attrill,265-910-4122,1481
1884,Jermaine,Whelpton,300-363-9311,715
1885,Elka,Lapre,255-425-0460,848
1886,Jeno,Nelle,274-118-2758,1440
1887,Raphaela,Hoffmann,268-456-8640,1223
1888,Conn,Howie,750-506-0930,857
1889,Linnell,Wasmuth,204-994-6193,271
1890,Bea,Oulet,465-365-1298,1321
1891,Peder,Trinkwon,836-164-2779,1096
1892,Pavla,Stanway,688-635-7476,1121
1893,Phedra,Perche,861-268-7692,1155
1894,Grete,Millson,315-490-7965,190
1895,Vanna,Voyce,168-630-5561,497
